,Image_File_Paths,Avg EAR,Labels
82,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/s0453.png,0.2724120410339955,0
83,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0897.png,0.2471799472979241,1
84,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0883.png,0.2069875284022874,1
85,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0357.png,0.2498156568559707,1
86,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0706.png,0.2415541681975327,0
87,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I1146.png,0.2440301951964271,1
88,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W0535.png,0.2760679217147591,1
89,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/S0177.png,0.2471763568700558,1
90,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0882.png,0.2175442107290399,0
91,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/l0179.png,0.3845946027982749,0
92,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/G0341.png,0.1865984600963849,1
93,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/j0264.png,0.2476310276626275,0
94,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0961.png,0.1937446749652643,0
95,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0088.png,0.2787734681579583,1
96,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0310.png,0.1060298114920706,1
97,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0276.png,0.260372788459142,0
98,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0551.png,0.3507991855081532,1
99,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0542.png,0.2244074150778782,0
100,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0725.png,0.2481068338540175,1
101,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0755.png,0.3506075448419594,0
102,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB1653.png,0.3418646313856086,1
103,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0856.png,0.4445294039673715,0
104,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/e0449.png,0.4318507327438875,0
105,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0486.png,0.1992067440193222,1
106,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0813.png,0.3009561070502891,0
107,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/n0875.png,0.2502498300945091,0
108,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0174.png,0.1982861150566092,1
109,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0691.png,0.1573605708387133,1
110,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB1456.png,0.242617413147333,1
111,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZA0968.png,0.0733492925957297,1
112,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0172.png,0.3757992807013588,1
113,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/u0274.png,0.2929974311105614,0
114,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0926.png,0.438766308161748,0
115,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0195.png,0.2372763414641224,0
116,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1178.png,0.2152425410863105,1
117,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0392.png,0.2908085827945671,1
118,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0338.png,0.2846429191631048,0
119,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0288.png,0.2758867699374598,1
120,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0157.png,0.2629143730917695,1
121,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0700.png,0.1907168475666601,1
122,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0568.png,0.2414697933534385,0
123,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0355.png,0.2445206320943861,0
124,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W0915.png,0.2835489337024739,1
125,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0378.png,0.2581477431812183,0
126,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0541.png,0.2249441212617766,0
127,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0698.png,0.163211030370307,1
128,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0596.png,0.2163586550748398,0
129,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0388.png,0.4995664713592399,0
130,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/O0081.png,0.2352677961207571,1
131,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1151.png,0.2135061242806297,1
132,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1546.png,0.1866334520265172,1
133,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0016.png,0.1775425200986077,0
134,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/r0055.png,0.3787932263792775,0
135,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0076.png,0.2061204271429119,0
136,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0066.png,0.3540709516921199,0
137,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/m0362.png,0.2374177659930096,0
138,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/r0059.png,0.3752474785909732,0
139,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0912.png,0.2160129433022943,0
140,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/K0128.png,0.276737167837557,1
141,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0212.png,0.4361121093191989,0
142,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0524.png,0.1304306772107752,1
143,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0552.png,0.2058490766850896,1
144,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1566.png,0.2006094222838375,1
145,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0747.png,0.2581849088721688,1
146,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/a1111.png,0.3134399751271043,0
147,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/e0929.png,0.4153531577879925,0
148,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc1165.png,0.4390348231307492,0
149,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0060.png,0.1822804377534339,1
150,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0326.png,0.4024202761693767,1
151,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0717.png,0.2583146235561251,1
152,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/O1147.png,0.3478906598134902,1
153,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0868.png,0.2907718145811371,0
154,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/e0363.png,0.4205799041051158,0
155,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0926.png,0.2617923995667556,0
156,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/j0316.png,0.2832154444517059,0
157,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/P0471.png,0.126493118350059,1
158,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0086.png,0.3027677823863808,0
159,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0421.png,0.2608704582146143,0
160,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/P0786.png,0.1368066670758427,1
161,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0820.png,0.4194120279292627,1
162,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0687.png,0.2537100962040858,0
163,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0219.png,0.2053344186822937,1
164,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0365.png,0.3600543405935903,1
165,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0310.png,0.2700196334340452,1
166,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0136.png,0.4176040572318304,0
167,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/e0349.png,0.4516011414853895,0
168,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0293.png,0.2802084702683666,0
169,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0243.png,0.2644202815993256,0
170,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0913.png,0.1782221400553321,1
171,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/b0205.png,0.3722689389708309,0
172,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0425.png,0.3205074350303349,1
173,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/J0195.png,0.1813075130859494,1
174,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/K0275.png,0.3131380394679341,1
175,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0826.png,0.2272383340172953,1
176,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/J0292.png,0.2067563707102246,1
177,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/F0001.png,0.4756234235547921,1
178,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0384.png,0.2430956772430673,0
179,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0585.png,0.1616135050962296,1
180,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0204.png,0.2165316734632293,0
181,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0010.png,0.2112902737175636,0
182,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0643.png,0.2374964916452795,1
183,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0706.png,0.2354666230988233,1
184,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0152.png,0.2103637808336852,1
185,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0121.png,0.2348777375019916,0
186,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0662.png,0.1815236558480524,0
187,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0091.png,0.3855616752533766,1
188,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc1482.png,0.4247371254171521,0
189,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/b0230.png,0.3525560048515597,0
190,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0786.png,0.2477849134365092,0
191,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1396.png,0.1720619718702445,1
192,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1386.png,0.2251070185702874,1
193,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0610.png,0.4475797657086199,1
194,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x1338.png,0.1919128126483482,0
195,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0218.png,0.2579390319525623,0
196,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/N0006.png,0.2047295235772241,1
197,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/h0507.png,0.2779593272466286,0
198,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/k0315.png,0.2811813856997455,0
199,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0637.png,0.2204306498518927,1
200,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x1452.png,0.1612081069602057,0
201,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0285.png,0.2928575311366671,0
202,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0982.png,0.4326294251582168,0
203,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0972.png,0.257731794542078,1
204,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/F0381.png,0.4414392527173883,1
205,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0566.png,0.2613013395092146,0
206,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0636.png,0.2402130551881661,1
207,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y1423.png,0.2504159926072005,0
208,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0339.png,0.2215635159973416,1
209,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/l0272.png,0.3642450380708875,0
210,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0159.png,0.2526471805390811,0
211,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0964.png,0.2503209394425328,0
212,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0077.png,0.3400968056822577,0
213,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/P0759.png,0.1223830503158813,1
214,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0664.png,0.1859784553701121,0
215,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zb0577.png,0.2463006737756327,0
216,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0527.png,0.3398125879133114,0
217,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0930.png,0.2120051348102237,1
218,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/S0468.png,0.1962400539754815,1
219,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/h0568.png,0.2640646811003968,0
220,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0117.png,0.2957084786328234,0
221,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0292.png,0.2909146990604808,0
222,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0252.png,0.416451074393512,1
223,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0791.png,0.2610123046207703,1
224,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/G0092.png,0.145629988252213,1
225,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/n0392.png,0.2054014845139178,0
226,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/P0710.png,0.2156932466477611,1
227,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/j0004.png,0.2858046828259598,0
228,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1208.png,0.3149190389043571,1
229,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/a0667.png,0.2897473014280695,0
230,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/B0085.png,0.2602622016670064,1
231,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0855.png,0.2414544195232954,0
232,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/m0080.png,0.2373782273368887,0
233,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0287.png,0.2234977450461826,1
234,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0065.png,0.2660242818532452,1
235,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y1203.png,0.1657772838233737,1
236,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0014.png,0.3469595350907417,1
237,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/n0012.png,0.264194597488171,0
238,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1303.png,0.2038897262991919,1
239,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/O0620.png,0.2718672960997785,1
240,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0252.png,0.1458287751567118,1
241,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0941.png,0.2168066144801434,1
242,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/m0101.png,0.1729836743044565,0
243,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0371.png,0.4176437697624706,0
244,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0194.png,0.230889866737292,1
245,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/r0418.png,0.3766269637122644,0
246,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1269.png,0.2381292393177139,1
247,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/P0215.png,0.1774400550055827,1
248,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/h0019.png,0.291900430955039,0
249,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0994.png,0.2099564363789304,0
250,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/k0519.png,0.4488097136460391,0
251,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1359.png,0.2477019615852507,1
252,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc1673.png,0.4481585082780672,0
253,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/s0424.png,0.3005921092944248,0
254,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0602.png,0.155625834621093,1
255,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0188.png,0.4084542457029169,1
256,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0664.png,0.1971904800778371,0
257,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y1233.png,0.1661699138715085,1
258,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A1102.png,0.1935189557021051,1
259,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/h0108.png,0.3008814852511237,0
260,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/J0327.png,0.1634304417795076,1
261,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0984.png,0.2928064254308126,1
262,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0011.png,0.3232169673918493,1
263,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0827.png,0.2400600754795071,0
264,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0292.png,0.2230851831106402,0
265,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0814.png,0.1838302083225959,0
266,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/o0616.png,0.307508161736384,0
267,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0606.png,0.2908413031737752,0
268,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0479.png,0.2652282500142985,0
269,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za1051.png,0.1912267023621606,0
270,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0092.png,0.2155209082244452,1
271,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0888.png,0.2070808979136784,1
272,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0313.png,0.2300520995259741,0
273,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/r0064.png,0.3539987107905575,0
274,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0106.png,0.146532837033681,1
275,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0095.png,0.185083711000066,1
276,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/N1083.png,0.1416856963107646,1
277,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0347.png,0.1935331575805265,1
